_id,accuracy,bpm,timestamp
145,1,69,1748986546000
146,1,70,1748981776000
147,1,74,1748988646000
148,1,71,1748986771000
149,1,69,1748985676000
150,1,73,1748981161000
151,1,75,1748987716000
152,1,73,1748991421000
153,1,69,1748987056000
154,1,74,1748990641000
155,1,68,1748985331000
156,1,73,1748991811000
157,1,70,1748981866000
158,1,74,1748988076000
159,1,70,1748984776000
160,1,69,1748984221000
161,1,73,1748993986000
162,1,74,1748988211000
163,1,74,1748987206000
164,1,72,1748989681000
165,1,69,1748986066000
166,1,76,1748987446000
167,1,74,1748992771000
168,1,68,1748985466000
169,1,71,1748989261000
170,1,71,1748989351000
171,1,76,1748988271000
172,1,71,1748994556000
173,1,71,1748981896000
174,1,72,1748990581000
175,1,71,1748982046000
176,1,72,1748990326000
177,1,71,1748982016000
178,1,70,1748995171000
179,1,80,1748982736000
180,1,72,1748994181000
181,1,67,1748985886000
182,1,67,1748985196000
183,1,76,1748992816000
184,1,71,1748988511000
185,1,73,1748992951000
186,1,75,1748993881000
187,1,71,1748990146000
188,1,69,1748994811000
189,1,80,1748982151000
190,1,74,1748990626000
191,1,69,1748988946000
192,1,73,1748993791000
193,1,70,1748984806000
194,1,69,1748995666000
195,1,75,1748987911000
196,1,70,1748995306000
197,1,76,1748992831000
198,1,70,1748989081000
199,1,69,1748984836000
200,1,71,1748986876000
201,1,70,1748989021000
202,1,69,1748986081000
203,1,70,1748989066000
204,1,75,1748988001000
205,1,77,1748987236000
206,1,70,1748994856000
207,1,71,1748994601000
208,1,76,1748992636000
209,1,72,1748981521000
210,1,71,1748995486000
211,1,71,1748994586000
212,1,73,1748982301000
213,1,69,1748995411000
214,1,69,1748986681000
215,1,68,1748984386000
216,1,73,1748981191000
217,1,83,1748992201000
218,1,69,1748986111000
219,1,72,1748989771000
220,1,80,1748982166000
221,1,69,1748984596000
222,1,69,1748987071000
223,1,68,1748985781000
224,1,73,1748993821000
225,1,72,1748991916000
226,1,73,1748992591000
227,1,70,1748988871000
228,1,71,1748994451000
229,1,74,1748993506000
230,1,73,1748993266000
231,1,73,1748991571000
232,1,71,1748981941000
233,1,72,1748986846000
234,1,71,1748989246000
235,1,70,1748986936000
236,1,68,1748985481000
237,1,70,1748983336000
238,1,90,1748982211000
239,1,78,1748987551000
240,1,76,1748993056000
241,1,68,1748986351000
242,1,73,1748991826000
243,1,75,1748987956000
244,1,73,1748991511000
245,1,73,1748991451000
246,1,72,1748986816000
247,1,70,1748994676000
248,1,76,1748981746000
249,1,75,1748993851000
250,1,69,1748985721000
251,1,71,1748988751000
252,1,73,1748990281000
253,1,76,1748983276000
254,1,73,1748988451000
255,1,68,1748985601000
256,1,72,1748990536000
257,1,70,1748981806000
258,1,72,1748990806000
259,1,68,1748985571000
260,1,69,1748995966000
261,1,68,1748985736000
262,1,80,1748982136000
263,1,72,1748990821000
264,1,71,1748990131000
265,1,69,1748984731000
266,1,69,1748987026000
267,1,69,1748986411000
268,1,75,1748988061000
269,1,69,1748982346000
270,1,71,1748988766000
271,1,68,1748983801000
272,1,77,1748987266000
273,1,70,1748994511000
274,1,72,1748989576000
275,1,68,1748985361000
276,1,72,1748990296000
277,1,72,1748992006000
278,1,73,1748990716000
279,1,91,1748982961000
280,1,78,1748987536000
281,1,68,1748984356000
282,1,69,1748983411000
283,1,80,1748982181000
284,1,76,1748988301000
285,1,73,1748993371000
286,1,81,1748981266000
287,1,73,1748991196000
288,1,75,1748988346000
289,1,67,1748985406000
290,1,69,1748986996000
291,1,73,1748992426000
292,1,69,1748983501000
293,1,75,1748988361000
294,1,69,1748992276000
295,1,73,1748982286000
296,1,69,1748995771000
297,1,76,1748987416000
298,1,68,1748983906000
299,1,69,1748984611000
300,1,70,1748995291000
301,1,71,1748989546000
302,1,68,1748985811000
303,1,78,1748987521000
304,1,76,1748993431000
305,1,68,1748986306000
306,1,68,1748985631000
307,1,70,1748983381000
308,1,72,1748988721000
309,1,70,1748994751000
310,1,74,1748987176000
311,1,71,1748990071000
312,1,70,1748984431000
313,1,71,1748994481000
314,1,72,1748989921000
315,1,70,1748994901000
316,1,70,1748994871000
317,1,73,1748990671000
318,1,68,1748983666000
319,1,68,1748985526000
320,1,70,1748981656000
321,1,76,1748993071000
322,1,69,1748983576000
323,1,70,1748989006000
324,1,76,1748992651000
325,1,78,1748993116000
326,1,72,1748989891000
327,1,88,1748982871000
328,1,70,1748994946000
329,1,67,1748985391000
330,1,68,1748984701000
331,1,69,1748986186000
332,1,72,1748988556000
333,1,69,1748985976000
334,1,70,1748994886000
335,1,73,1748992441000
336,1,71,1748989291000
337,1,77,1748992876000
338,1,71,1748990116000
339,1,69,1748984491000
340,1,80,1748983126000
341,1,72,1748993641000
342,1,71,1748989396000
343,1,74,1748993761000
344,1,70,1748984791000
345,1,74,1748992756000
346,1,75,1748981446000
347,1,72,1748990461000
348,1,73,1748991181000
349,1,68,1748985826000
350,1,70,1748995546000
351,1,71,1748995336000
352,1,72,1748990791000
353,1,74,1748993746000
354,1,70,1748994706000
355,1,71,1748989411000
356,1,72,1748990506000
357,1,70,1748995096000
358,1,80,1748983096000
359,1,69,1748984911000
360,1,72,1748991271000
361,1,69,1748984011000
362,1,75,1748987926000
363,1,75,1748981311000
364,1,76,1748987461000
365,1,73,1748992051000
366,1,68,1748983696000
367,1,73,1748992546000
368,1,73,1748991646000
369,1,74,1748992726000
370,1,68,1748985451000
371,1,75,1748993926000
372,1,73,1748991136000
373,1,69,1748986201000
374,1,70,1748986951000
375,1,73,1748993251000
376,1,73,1748990251000
377,1,71,1748990836000
378,1,72,1748988706000
379,1,69,1748984521000
380,1,70,1748995066000
381,1,69,1748988916000
382,1,69,1748984551000
383,1,69,1748983456000
384,1,68,1748985166000
385,1,71,1748989441000
386,1,69,1748984761000
387,1,75,1748993566000
388,1,70,1748994361000
389,1,71,1748994271000
390,1,73,1748991706000
391,1,68,1748985256000
392,1,71,1748989186000
393,1,68,1748986276000
394,1,74,1748993476000
395,1,76,1748987431000
396,1,68,1748985001000
397,1,68,1748983726000
398,1,79,1748987326000
399,1,71,1748986921000
400,1,73,1748992621000
401,1,72,1748994661000
402,1,77,1748987656000
403,1,70,1748981836000
404,1,70,1748989036000
405,1,73,1748990731000
406,1,70,1748981581000
407,1,72,1748990911000
408,1,71,1748989486000
409,1,76,1748992861000
410,1,74,1748987191000
411,1,71,1748990371000
412,1,71,1748990026000
413,1,73,1748981221000
414,1,73,1748991691000
415,1,73,1748991106000
416,1,76,1748987866000
417,1,72,1748989876000
418,1,68,1748983921000
419,1,68,1748985136000
420,1,68,1748983951000
421,1,70,1748981791000
422,1,69,1748984236000
423,1,74,1748988151000
424,1,72,1748982076000
425,1,74,1748993011000
426,1,94,1748982796000
427,1,71,1748982556000
428,1,78,1748987476000
429,1,69,1748995936000
430,1,70,1748986981000
431,1,72,1748982631000
432,1,70,1748984821000
433,1,68,1748983846000
434,1,71,1748988496000
435,1,69,1748992291000
436,1,74,1748988136000
437,1,88,1748982886000
438,1,68,1748985286000
439,1,74,1748992696000
440,1,69,1748996026000
441,1,72,1748993626000
442,1,72,1748982406000
443,1,72,1748994421000
444,1,72,1748982661000
445,1,68,1748984116000
446,1,68,1748985271000
447,1,79,1748987296000
448,1,72,1748989816000
449,1,69,1748984341000
450,1,69,1748983516000
451,1,71,1748995246000
452,1,69,1748985931000
453,1,72,1748991001000
454,1,72,1748981506000
455,1,70,1748981671000
456,1,69,1748996086000
457,1,66,1748992216000
458,1,76,1748993416000
459,1,70,1748987131000
460,1,71,1748989216000
461,1,70,1748992471000
462,1,74,1748988166000
463,1,77,1748987671000
464,1,67,1748985376000
465,1,76,1748987626000
466,1,71,1748989516000
467,1,69,1748986561000
468,1,71,1748981911000
469,1,70,1748994721000
470,1,71,1748989936000
471,1,70,1748986591000
472,1,74,1748982526000
473,1,72,1748994631000
474,1,71,1748994286000
475,1,82,1748983066000
476,1,72,1748991256000
477,1,75,1748988406000
478,1,72,1748989591000
479,1,72,1748991346000
480,1,74,1748993686000
481,1,70,1748981986000
482,1,75,1748992111000
483,1,67,1748985211000
484,1,70,1748981971000
485,1,73,1748990656000
486,1,71,1748990206000
487,1,74,1748992741000
488,1,70,1748994976000
489,1,68,1748985076000
490,1,73,1748991061000
491,1,70,1748986696000
492,1,70,1748982001000
493,1,69,1748987041000
494,1,73,1748993386000
495,1,71,1748989951000
496,1,71,1748990851000
497,1,69,1748986216000
498,1,73,1748981146000
499,1,70,1748995186000
500,1,71,1748994256000
501,1,75,1748992126000
502,1,72,1748990986000
503,1,75,1748983171000
504,1,70,1748994916000
505,1,72,1748989096000
506,1,69,1748983471000
507,1,69,1748983531000
508,1,71,1748986891000
509,1,70,1748983351000
510,1,68,1748985766000
511,1,90,1748983006000
512,1,73,1748991121000
513,1,70,1748994991000
514,1,75,1748981341000
515,1,77,1748992906000
516,1,72,1748990551000
517,1,82,1748983051000
518,1,71,1748982061000
519,1,70,1748981686000
520,1,71,1748990161000
521,1,72,1748994046000
522,1,69,1748995696000
523,1,72,1748990446000
524,1,70,1748995126000
525,1,74,1748992801000
526,1,72,1748989906000
527,1,69,1748995921000
528,1,68,1748984161000
529,1,75,1748993536000
530,1,73,1748991391000
531,1,70,1748995561000
532,1,76,1748993461000
533,1,69,1748984866000
534,1,70,1748986606000
535,1,70,1748994526000
536,1,69,1748986531000
537,1,77,1748987686000
538,1,73,1748981206000
539,1,69,1748984191000
540,1,83,1748992186000
541,1,73,1748992396000
542,1,70,1748987116000
543,1,69,1748986246000
544,1,73,1748991226000
545,1,69,1748995711000
546,1,68,1748983756000
547,1,71,1748981596000
548,1,70,1748994781000
549,1,74,1748993731000
550,1,68,1748985181000
551,1,73,1748990686000
552,1,73,1748990236000
553,1,71,1748988541000
554,1,82,1748982451000
555,1,76,1748981731000
556,1,70,1748994316000
557,1,73,1748990701000
558,1,74,1748988181000
559,1,70,1748994931000
560,1,72,1748994166000
561,1,69,1748984626000
562,1,78,1748987506000
563,1,73,1748991436000
564,1,74,1748988106000
565,1,91,1748982946000
566,1,72,1748991286000
567,1,72,1748990491000
568,1,76,1748987611000
569,1,82,1748982436000
570,1,75,1748993176000
571,1,78,1748987776000
572,1,75,1748987731000
573,1,68,1748984086000
574,1,73,1748993401000
575,1,70,1748988886000
576,1,69,1748986231000
577,1,69,1748985991000
578,1,70,1748994331000
579,1,70,1748981821000
580,1,69,1748984281000
581,1,75,1748993941000
582,1,95,1748982676000
583,1,73,1748991211000
584,1,68,1748984686000
585,1,72,1748994061000
586,1,72,1748990896000
587,1,69,1748986141000
588,1,81,1748981281000
589,1,69,1748986651000
590,1,70,1748988901000
591,1,70,1748986621000
592,1,75,1748992141000
593,1,75,1748992096000
594,1,76,1748983291000
595,1,73,1748991481000
596,1,73,1748992531000
597,1,73,1748993281000
598,1,73,1748993236000
599,1,74,1748993026000
600,1,69,1748995891000
601,1,76,1748981761000
602,1,80,1748982766000
603,1,72,1748983216000
604,1,75,1748988016000
605,1,75,1748987761000
606,1,72,1748987356000
607,1,94,1748982841000
608,1,69,1748984746000
609,1,68,1748986381000
610,1,71,1748995501000
611,1,68,1748988826000
612,1,70,1748986741000
613,1,72,1748989606000
614,1,68,1748985496000
615,1,81,1748981236000
616,1,71,1748989501000
617,1,68,1748983786000
618,1,72,1748987386000
619,1,90,1748982196000
620,1,71,1748982601000
621,1,95,1748982706000
622,1,77,1748992921000
623,1,68,1748984656000
624,1,72,1748988601000
625,1,68,1748988796000
626,1,79,1748987341000
627,1,70,1748994961000
628,1,74,1748988196000
629,1,69,1748984926000
630,1,69,1748987011000
631,1,68,1748984956000
632,1,70,1748992501000
633,1,73,1748993776000
634,1,72,1748989726000
635,1,71,1748994571000
636,1,73,1748992561000
637,1,73,1748982256000
638,1,73,1748991601000
639,1,67,1748985421000
640,1,70,1748988991000
641,1,68,1748983636000
642,1,69,1748984311000
643,1,73,1748991076000
644,1,71,1748986801000
645,1,78,1748987791000
646,1,70,1748995111000
647,1,68,1748984071000
648,1,72,1748990956000
649,1,66,1748992231000
650,1,71,1748989171000
651,1,69,1748995906000
652,1,72,1748988676000
653,1,69,1748992321000
654,1,74,1748991871000
655,1,69,1748984881000
656,1,72,1748990431000
657,1,71,1748986756000
658,1,69,1748995726000
659,1,71,1748989201000
660,1,75,1748987896000
661,1,70,1748995276000
662,1,68,1748985046000
663,1,68,1748984131000
664,1,69,1748984296000
665,1,82,1748983081000
666,1,72,1748990926000
667,1,70,1748995006000
668,1,69,1748986261000
669,1,70,1748986576000
670,1,72,1748982391000
671,1,70,1748988856000
672,1,71,1748982586000
673,1,95,1748982691000
674,1,68,1748983771000
675,1,69,1748994796000
676,1,71,1748982571000
677,1,69,1748983621000
678,1,68,1748986366000
679,1,68,1748985091000
680,1,69,1748994841000
681,1,75,1748993896000
682,1,72,1748994016000
683,1,70,1748995816000
684,1,95,1748982721000
685,1,72,1748989636000
686,1,68,1748984101000
687,1,73,1748991676000
688,1,71,1748989996000
689,1,75,1748993221000
690,1,78,1748987806000
691,1,75,1748993911000
692,1,77,1748987701000
693,1,71,1748990041000
694,1,72,1748990941000
695,1,78,1748987566000
696,1,73,1748991166000
697,1,73,1748991796000
698,1,69,1748986096000
699,1,72,1748994031000
700,1,74,1748991901000
701,1,72,1748994091000
702,1,75,1748981371000
703,1,76,1748987596000
704,1,73,1748991541000
705,1,67,1748985871000
706,1,68,1748985151000
707,1,72,1748991946000
708,1,74,1748988241000
709,1,77,1748987251000
710,1,67,1748992381000
711,1,75,1748988421000
712,1,75,1748993866000
713,1,69,1748983426000
714,1,72,1748989141000
715,1,68,1748984146000
716,1,72,1748994106000
717,1,71,1748995351000
718,1,74,1748988631000
719,1,71,1748986786000
720,1,76,1748987881000
721,1,70,1748994346000
722,1,70,1748981701000
723,1,71,1748994466000
724,1,71,1748989561000
725,1,69,1748995426000
726,1,71,1748995591000
727,1,71,1748989966000
728,1,73,1748988466000
729,1,72,1748990416000
730,1,66,1748992246000
731,1,72,1748981491000
732,1,69,1748985916000
733,1,69,1748986156000
734,1,73,1748992516000
735,1,73,1748991781000
736,1,73,1748981116000
737,1,72,1748989741000
738,1,69,1748996071000
739,1,68,1748984971000
740,1,73,1748991751000
741,1,69,1748983486000
742,1,76,1748987851000
743,1,67,1748985856000
744,1,69,1748983546000
745,1,74,1748988661000
746,1,75,1748993581000
747,1,69,1748984851000
748,1,82,1748983036000
749,1,71,1748981641000
750,1,74,1748992996000
751,1,72,1748990566000
752,1,73,1748991736000
753,1,70,1748994736000
754,1,69,1748986171000
755,1,71,1748990356000
756,1,90,1748983021000
757,1,74,1748988121000
758,1,68,1748988841000
759,1,72,1748989111000
760,1,78,1748993131000
761,1,82,1748982466000
762,1,71,1748990191000
763,1,69,1748986501000
764,1,73,1748991586000
765,1,90,1748982976000
766,1,72,1748991331000
767,1,69,1748996101000
768,1,71,1748989231000
769,1,69,1748994826000
770,1,76,1748992846000
771,1,73,1748991046000
772,1,75,1748988046000
773,1,68,1748985586000
774,1,68,1748985796000
775,1,75,1748981401000
776,1,68,1748988811000
777,1,69,1748996011000
778,1,70,1748981566000
779,1,71,1748989981000
780,1,77,1748992891000
781,1,72,1748991316000
782,1,68,1748983966000
783,1,94,1748982811000
784,1,68,1748985646000
785,1,70,1748981881000
786,1,74,1748991886000
787,1,69,1748986126000
788,1,75,1748993311000
789,1,66,1748992261000
790,1,75,1748981416000
791,1,72,1748989126000
792,1,69,1748995756000
793,1,73,1748991721000
794,1,69,1748988961000
795,1,71,1748989306000
796,1,72,1748993596000
797,1,69,1748995681000
798,1,81,1748981251000
799,1,72,1748989666000
800,1,69,1748984326000
801,1,76,1748992666000
802,1,72,1748983231000
803,1,68,1748983651000
804,1,78,1748993161000
805,1,68,1748985031000
806,1,69,1748995876000
807,1,72,1748988586000
808,1,76,1748981716000
809,1,72,1748994136000
810,1,72,1748990776000
811,1,70,1748983366000
812,1,69,1748986426000
813,1,70,1748981536000
814,1,74,1748988226000
815,1,71,1748990881000
816,1,78,1748987821000
817,1,70,1748995321000
818,1,71,1748995216000
819,1,73,1748991376000
820,1,73,1748992081000
821,1,72,1748990341000
822,1,72,1748982376000
823,1,73,1748990746000
824,1,69,1748984251000
825,1,69,1748982316000
826,1,68,1748984401000
827,1,71,1748989531000
828,1,69,1748984176000
829,1,74,1748993521000
830,1,68,1748984371000
831,1,67,1748985241000
832,1,69,1748995651000
833,1,68,1748985436000
834,1,72,1748994376000
835,1,69,1748983561000
836,1,72,1748990521000
837,1,69,1748984581000
838,1,72,1748991976000
839,1,73,1748992606000
840,1,72,1748989756000
841,1,69,1748988931000
842,1,69,1748984206000
843,1,69,1748983606000
844,1,72,1748991991000
845,1,75,1748988376000
846,1,80,1748982781000
847,1,69,1748995981000
848,1,71,1748989156000
849,1,68,1748983681000
850,1,72,1748988691000
851,1,75,1748987986000
852,1,71,1748995576000
853,1,90,1748982241000
854,1,70,1748995516000
855,1,67,1748985226000
856,1,70,1748992456000
857,1,68,1748985121000
858,1,73,1748991466000
859,1,72,1748990311000
860,1,70,1748994691000
861,1,73,1748990266000
862,1,68,1748983816000
863,1,68,1748985556000
864,1,71,1748990401000
865,1,71,1748981626000
866,1,75,1748988031000
867,1,68,1748983981000
868,1,74,1748993671000
869,1,68,1748985316000
870,1,72,1748993611000
871,1,91,1748982916000
872,1,69,1748984716000
873,1,70,1748981956000
874,1,71,1748990011000
875,1,69,1748986396000
876,1,67,1748992366000
877,1,69,1748996056000
878,1,69,1748984941000
879,1,72,1748991961000
880,1,73,1748994001000
881,1,69,1748984476000
882,1,72,1748989786000
883,1,68,1748985661000
884,1,71,1748995231000
885,1,76,1748983306000
886,1,72,1748987401000
887,1,71,1748988526000
888,1,69,1748983441000
889,1,71,1748988736000
890,1,69,1748984026000
891,1,71,1748994301000
892,1,70,1748994766000
893,1,90,1748982226000
894,1,70,1748994541000
895,1,88,1748982856000
896,1,68,1748983711000
897,1,73,1748991241000
898,1,75,1748993191000
899,1,69,1748986516000
900,1,69,1748985706000
901,1,70,1748995081000
902,1,75,1748988331000
903,1,72,1748994076000
904,1,74,1748990596000
905,1,73,1748992576000
906,1,68,1748985511000
907,1,75,1748981326000
908,1,78,1748987581000
909,1,72,1748989801000
910,1,75,1748981461000
911,1,73,1748993956000
912,1,74,1748993656000
913,1,73,1748991496000
914,1,71,1748994211000
915,1,69,1748983996000
916,1,72,1748994391000
917,1,74,1748988616000
918,1,72,1748988571000
919,1,71,1748986906000
920,1,82,1748982481000
921,1,88,1748982901000
922,1,80,1748983141000
923,1,72,1748994616000
924,1,72,1748982106000
925,1,71,1748995456000
926,1,70,1748995531000
927,1,72,1748982646000
928,1,67,1748992336000
929,1,79,1748987311000
930,1,73,1748991016000
931,1,78,1748987491000
932,1,75,1748993296000
933,1,73,1748988436000
934,1,72,1748989696000
935,1,69,1748984536000
936,1,75,1748987941000
937,1,69,1748995951000
938,1,71,1748990101000
939,1,70,1748995036000
940,1,72,1748994121000
941,1,69,1748996041000
942,1,70,1748986711000
943,1,69,1748984506000
944,1,74,1748990611000
945,1,69,1748982361000
946,1,69,1748984041000
947,1,74,1748982541000
948,1,73,1748991526000
949,1,74,1748993701000
950,1,72,1748983261000
951,1,69,1748995801000
952,1,72,1748989861000
953,1,76,1748992681000
954,1,73,1748993806000
955,1,73,1748993356000
956,1,70,1748981851000
957,1,69,1748987086000
958,1,80,1748983111000
959,1,70,1748989051000
960,1,74,1748982511000
961,1,75,1748988391000
962,1,74,1748992786000
963,1,75,1748981296000
964,1,73,1748991151000
965,1,69,1748985946000
966,1,68,1748986321000
967,1,69,1748984641000
968,1,71,1748994226000
969,1,73,1748988481000
970,1,72,1748994151000
971,1,68,1748984986000
972,1,71,1748989456000
973,1,67,1748985901000
974,1,72,1748983246000
975,1,75,1748981386000
976,1,70,1748995861000
977,1,75,1748993836000
978,1,76,1748983321000
979,1,72,1748986831000
980,1,73,1748991406000
981,1,69,1748986021000
982,1,73,1748992411000
983,1,71,1748988781000
984,1,72,1748991301000
985,1,70,1748995141000
986,1,69,1748986486000
987,1,70,1748981551000
988,1,73,1748992966000
989,1,68,1748984671000
990,1,71,1748989426000
991,1,71,1748990056000
992,1,73,1748992981000
993,1,75,1748993341000
994,1,94,1748982826000
995,1,69,1748986006000
996,1,73,1748991841000
997,1,70,1748995021000
998,1,69,1748986036000
999,1,72,1748994646000
1000,1,68,1748984056000
1001,1,75,1748981431000
1002,1,70,1748995831000
1003,1,71,1748995261000
1004,1,69,1748986456000
1005,1,72,1748989831000
1006,1,69,1748983591000
1007,1,72,1748989651000
1008,1,73,1748991031000
1009,1,72,1748990476000
1010,1,68,1748985616000
1011,1,76,1748988286000
1012,1,74,1748988091000
1013,1,68,1748985751000
1014,1,69,1748986666000
1015,1,80,1748982751000
1016,1,74,1748982496000
1017,1,71,1748990866000
1018,1,70,1748984416000
1019,1,69,1748995741000
1020,1,68,1748983831000
1021,1,69,1748984566000
1022,1,72,1748989846000
1023,1,69,1748995996000
1024,1,68,1748985346000
1025,1,69,1748985691000
1026,1,91,1748982931000
1027,1,71,1748981926000
1028,1,73,1748981131000
1029,1,68,1748983891000
1030,1,72,1748982421000
1031,1,76,1748993446000
1032,1,75,1748983186000
1033,1,72,1748986861000
1034,1,70,1748987146000
1035,1,73,1748992936000
1036,1,72,1748989621000
1037,1,70,1748988976000
1038,1,73,1748991556000
1039,1,69,1748995396000
1040,1,70,1748987161000
1041,1,69,1748986471000
1042,1,73,1748990761000
1043,1,71,1748995471000
1044,1,69,1748995786000
1045,1,71,1748989336000
1046,1,71,1748989381000
1047,1,71,1748989276000
1048,1,76,1748988256000
1049,1,73,1748991091000
1050,1,68,1748986291000
1051,1,75,1748993206000
1052,1,69,1748986636000
1053,1,72,1748989711000
1054,1,71,1748981611000
1055,1,72,1748994406000
1056,1,71,1748995366000
1057,1,73,1748991661000
1058,1,75,1748993326000
1059,1,72,1748990971000
1060,1,68,1749002041000
1061,1,65,1749008056000
1062,1,65,1748997436000
1063,1,74,1749004576000
1064,1,74,1748999221000
1065,1,73,1748999806000
1066,1,68,1749005356000
1067,1,67,1749009916000
1068,1,74,1749003286000
1069,1,68,1749000916000
1070,1,64,1749006226000
1071,1,68,1749007216000
1072,1,74,1749004621000
1073,1,68,1749007321000
1074,1,74,1749003961000
1075,1,66,1749005101000
1076,1,67,1749010966000
1077,1,93,1749006736000
1078,1,67,1748998306000
1079,1,73,1749003001000
1080,1,69,1749002236000
1081,1,66,1749002581000
1082,1,67,1749000541000
1083,1,64,1749002401000
1084,1,70,1748996311000
1085,1,73,1749007036000
1086,1,70,1749001636000
1087,1,66,1748997601000
1088,1,68,1749001171000
1089,1,71,1749006451000
1090,1,66,1749010846000
1091,1,74,1749004291000
1092,1,74,1749004276000
1093,1,68,1749005281000
1094,1,68,1749004531000
1095,1,65,1749007861000
1096,1,67,1749010231000
1097,1,65,1748997106000
1098,1,73,1749007051000
1099,1,74,1749003301000
1100,1,65,1748999851000
1101,1,69,1749009061000
1102,1,68,1749001576000
1103,1,71,1749003691000
1104,1,68,1749002221000
1105,1,65,1748997211000
1106,1,67,1749001006000
1107,1,68,1749001516000
1108,1,72,1748998996000
1109,1,68,1749001906000
1110,1,72,1748998846000
1111,1,74,1749003541000
1112,1,67,1749005611000
1113,1,65,1748997541000
1114,1,68,1749002146000
1115,1,72,1749006691000
1116,1,68,1749001351000
1117,1,68,1749001366000
1118,1,70,1748996296000
1119,1,70,1749001681000
1120,1,69,1749000586000
1121,1,66,1749002566000
1122,1,84,1749004876000
1123,1,74,1749003526000
1124,1,71,1749006481000
1125,1,76,1749003376000
1126,1,66,1749010801000
1127,1,70,1748996551000
1128,1,65,1748997331000
1129,1,67,1748997811000
1130,1,65,1748997511000
1131,1,68,1749005326000
1132,1,71,1748999266000
1133,1,78,1749007021000
1134,1,68,1748999671000
1135,1,72,1749007471000
1136,1,68,1749010516000
1137,1,70,1749002521000
1138,1,68,1749001156000
1139,1,68,1749008686000
1140,1,68,1749002206000
1141,1,72,1748998951000
1142,1,68,1749001441000
1143,1,68,1749009796000
1144,1,65,1748998021000
1145,1,73,1749007081000
1146,1,69,1749009751000
1147,1,69,1749002086000
1148,1,69,1749000151000
1149,1,74,1748999206000
1150,1,68,1748997961000
1151,1,73,1749006556000
